person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,Type
40,39000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,10000,11.48,0.26,N,15,0,1
42,110000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,10000,7.9,0.09,N,17,0,1
28,75000,MORTGAGE,12.0,MEDICAL,A,10000,6.03,0.13,N,7,0,1
22,100000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,8000,18.25,0.08,N,3,1,1
25,32000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,10.38,0.27,N,3,0,1
23,100000,RENT,7.0,VENTURE,B,14800,10.65,0.14,N,2,0,1
28,45000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,9000,10.25,0.2,N,7,0,1
33,36000,RENT,10.0,DEBTCONSOLIDATION,B,2500,11.86,0.07,N,5,0,1
27,37440,RENT,5.0,MEDICAL,B,7000,12.69,0.19,N,10,0,1
46,28800,RENT,0.0,DEBTCONSOLIDATION,A,5000,6.54,0.17,N,11,0,1
23,65000,RENT,3.0,MEDICAL,A,7000,7.49,0.11,N,3,0,1
23,94800,MORTGAGE,7.0,EDUCATION,B,6000,10.99,0.06,N,3,0,1
23,65000,MORTGAGE,0.0,EDUCATION,C,12000,13.16,0.18,N,3,0,1
28,38100,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.14,0.13,N,5,0,1
23,45691,MORTGAGE,7.0,VENTURE,A,6000,7.14,0.13,N,2,0,1
22,52000,OWN,5.0,EDUCATION,B,3600,10.99,0.07,N,2,0,1
23,80000,RENT,5.0,PERSONAL,D,9600,14.46,0.12,Y,2,0,1
28,20000,RENT,0.0,PERSONAL,E,5000,16.32,0.25,Y,7,1,1
27,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,6.03,0.24,N,6,0,1
30,95000,RENT,0.0,PERSONAL,A,17000,7.9,0.19,N,10,0,1
29,36000,RENT,5.0,MEDICAL,B,14400,10.99,0.4,N,8,1,1
23,26000,RENT,1.0,MEDICAL,B,7100,10.99,0.27,N,2,0,1
32,115000,MORTGAGE,16.0,MEDICAL,C,15000,13.49,0.13,N,9,0,1
30,85000,RENT,3.0,DEBTCONSOLIDATION,C,7500,14.27,0.09,N,10,0,1
34,74999,MORTGAGE,2.0,VENTURE,D,16000,15.7,0.21,Y,9,0,1
22,82000,MORTGAGE,6.0,EDUCATION,A,8000,7.49,0.1,N,4,0,1
22,49000,RENT,6.0,EDUCATION,B,6000,10.36,0.12,N,3,0,1
32,40000,RENT,2.0,EDUCATION,C,4000,13.49,0.1,N,7,0,1
22,55000,RENT,4.0,EDUCATION,C,4000,14.27,0.07,Y,4,0,1
23,55000,RENT,1.0,EDUCATION,A,10000,7.88,0.18,N,2,0,1
25,75000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10000,7.66,0.13,N,2,0,1
27,45000,RENT,2.0,VENTURE,C,6000,12.53,0.13,N,10,0,1
21,72500,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.49,0.14,N,4,0,1
24,25000,RENT,2.0,MEDICAL,B,3000,10.99,0.12,N,4,0,1
23,37000,RENT,3.0,MEDICAL,B,2000,10.99,0.05,N,2,0,1
27,73000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,6700,13.43,0.09,N,7,1,1
25,42000,RENT,0.0,EDUCATION,C,2000,13.49,0.05,Y,4,0,1
30,50000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,6.92,0.16,N,6,0,1
24,48000,MORTGAGE,8.0,EDUCATION,B,5000,10.25,0.1,N,3,0,1
30,42000,RENT,1.0,MEDICAL,A,5000,9.63,0.12,N,5,0,1
24,64500,MORTGAGE,3.0,HOMEIMPROVEMENT,C,7000,13.48,0.11,Y,3,0,1
35,130000,MORTGAGE,12.0,VENTURE,B,20000,11.14,0.15,N,6,0,1
27,77976,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.85,0.13,Y,6,1,1
29,35000,RENT,7.0,DEBTCONSOLIDATION,B,6000,9.99,0.17,N,5,0,1
36,33000,RENT,2.0,MEDICAL,A,6000,7.14,0.18,N,13,0,1
29,30000,RENT,3.0,MEDICAL,A,3000,7.74,0.1,N,10,0,1
37,200004,OWN,1.0,VENTURE,B,3000,10.0,0.01,N,17,0,1
27,150000,MORTGAGE,1.0,VENTURE,B,20000,9.76,0.13,N,9,0,1
36,43896,RENT,0.0,EDUCATION,C,15000,12.99,0.32,N,12,0,1
22,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9250,5.79,0.12,N,2,0,1
25,60000,RENT,9.0,PERSONAL,B,8000,9.91,0.13,N,3,0,1
29,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,10000,11.49,0.17,N,7,0,1
22,85000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,10.74,0.14,N,4,0,1
26,96000,MORTGAGE,3.0,MEDICAL,A,7000,8.07,0.07,N,4,0,1
25,45000,OWN,1.0,EDUCATION,B,10000,11.71,0.22,N,3,0,1
26,45000,RENT,2.0,PERSONAL,B,5000,10.75,0.11,N,2,0,1
24,85000,MORTGAGE,1.0,PERSONAL,A,10000,6.62,0.12,N,4,0,1
25,75000,RENT,0.0,EDUCATION,B,8000,10.25,0.11,N,3,0,1
22,55000,RENT,5.0,EDUCATION,B,10000,12.21,0.18,N,2,0,1
22,40000,RENT,2.0,PERSONAL,C,6000,12.73,0.15,N,3,0,1
23,60000,RENT,2.0,VENTURE,B,6000,10.37,0.1,N,3,0,1
38,77955,RENT,1.0,MEDICAL,B,6000,9.62,0.08,N,13,0,1
34,120000,MORTGAGE,17.0,VENTURE,C,20000,13.79,0.17,N,6,0,1
23,50000,RENT,0.0,EDUCATION,A,10000,9.63,0.2,N,3,0,1
28,68000,MORTGAGE,5.0,PERSONAL,D,14150,15.62,0.21,Y,7,0,1
24,36000,OWN,2.0,VENTURE,C,2500,13.99,0.07,Y,2,0,1
22,48000,RENT,1.0,EDUCATION,C,7200,12.68,0.15,Y,3,0,1
30,68000,MORTGAGE,14.0,EDUCATION,A,7000,6.62,0.1,N,5,0,1
24,42000,RENT,2.0,VENTURE,A,7200,7.49,0.17,N,4,0,1
23,50000,RENT,5.0,VENTURE,D,3000,16.07,0.06,Y,2,0,1
26,50000,OWN,10.0,MEDICAL,A,10200,5.42,0.2,N,4,0,1
24,34000,MORTGAGE,1.0,VENTURE,A,12250,5.79,0.35,N,2,0,1
28,54600,RENT,2.0,HOMEIMPROVEMENT,A,4800,7.51,0.09,N,8,0,1
27,60000,MORTGAGE,11.0,VENTURE,A,13000,7.88,0.22,N,6,0,1
25,34000,RENT,3.0,MEDICAL,D,5500,15.7,0.16,N,3,1,1
22,125000,MORTGAGE,6.0,EDUCATION,A,7500,7.88,0.06,N,3,0,1
23,69996,MORTGAGE,7.0,EDUCATION,A,5000,9.32,0.07,N,4,0,1
26,26400,RENT,5.0,DEBTCONSOLIDATION,B,8000,9.99,0.3,N,4,0,1
28,132000,MORTGAGE,4.0,EDUCATION,A,13000,7.51,0.1,N,8,0,1
22,39996,MORTGAGE,6.0,PERSONAL,B,8000,9.63,0.2,N,3,0,1
34,200000,MORTGAGE,4.0,PERSONAL,B,20000,11.83,0.1,N,5,0,1
30,28800,RENT,0.0,MEDICAL,B,5000,10.0,0.17,N,8,0,1
23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8000,7.9,0.16,N,3,0,1
21,85000,MORTGAGE,5.0,PERSONAL,A,5000,7.43,0.06,N,3,0,1
42,48000,MORTGAGE,6.0,PERSONAL,A,4400,6.62,0.09,N,13,0,1
22,110000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,11.49,0.03,N,2,0,1
26,48000,RENT,0.0,VENTURE,E,7500,16.4,0.16,N,4,1,1
42,82000,RENT,0.0,MEDICAL,C,10000,12.99,0.12,Y,12,0,1
26,115000,MORTGAGE,0.0,PERSONAL,A,10000,6.92,0.09,N,4,0,1
23,55000,MORTGAGE,1.0,EDUCATION,B,8000,10.25,0.15,N,3,0,1
35,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,4800,6.76,0.04,N,10,0,1
28,86400,MORTGAGE,0.0,MEDICAL,C,5000,14.79,0.06,Y,5,0,1
24,54000,RENT,1.0,EDUCATION,A,4025,6.76,0.07,N,4,0,1
23,75000,MORTGAGE,5.0,PERSONAL,A,10200,6.03,0.14,N,2,0,1
24,28000,RENT,3.0,MEDICAL,A,5000,8.9,0.18,N,3,0,1
31,60000,RENT,4.0,HOMEIMPROVEMENT,A,15000,7.88,0.25,N,5,0,1
22,34000,RENT,5.0,PERSONAL,B,3000,10.36,0.09,N,3,1,1
34,150000,OWN,2.0,VENTURE,B,24000,11.83,0.16,N,5,0,1
37,51000,RENT,8.0,HOMEIMPROVEMENT,B,6000,10.99,0.12,N,11,0,1
23,37460,MORTGAGE,7.0,EDUCATION,A,11000,6.54,0.29,N,3,0,1
23,60000,RENT,3.0,MEDICAL,C,12000,12.84,0.2,Y,2,0,1
24,46000,RENT,8.0,PERSONAL,B,10000,10.99,0.22,N,3,0,1
23,70000,MORTGAGE,7.0,PERSONAL,A,10000,7.49,0.14,N,4,0,1
27,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,6.99,0.09,N,9,0,1
27,44000,RENT,1.0,VENTURE,C,18000,14.26,0.41,Y,10,1,1
23,14000,RENT,0.0,EDUCATION,A,2100,7.14,0.15,N,3,0,1
33,70000,MORTGAGE,10.0,VENTURE,B,24000,11.36,0.34,N,9,0,1
24,60000,RENT,8.0,HOMEIMPROVEMENT,B,24000,10.65,0.4,N,2,0,1
30,40000,RENT,0.0,VENTURE,B,12000,10.25,0.3,N,9,0,1
26,110000,RENT,4.0,PERSONAL,A,6625,6.03,0.06,N,2,0,1
23,66000,MORTGAGE,4.0,EDUCATION,B,5000,12.18,0.08,N,4,0,1
32,240000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,18000,11.71,0.07,N,10,0,1
28,33600,RENT,0.0,PERSONAL,C,8000,13.92,0.24,N,6,0,1
23,48000,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.17,0.1,N,2,0,1
22,45000,RENT,4.0,EDUCATION,C,9000,13.43,0.2,Y,2,0,1
27,59200,MORTGAGE,4.0,DEBTCONSOLIDATION,B,12000,10.75,0.2,N,8,0,1
24,62000,MORTGAGE,2.0,MEDICAL,C,2000,13.06,0.03,N,4,0,1
26,73000,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.66,0.14,N,4,0,1
22,42000,MORTGAGE,6.0,EDUCATION,A,2500,7.66,0.06,N,2,0,1
27,57500,MORTGAGE,7.0,MEDICAL,A,9000,6.76,0.16,N,10,0,1
22,35000,RENT,2.0,PERSONAL,C,7000,13.16,0.2,Y,4,0,1
24,62000,MORTGAGE,4.0,VENTURE,A,6000,7.88,0.1,N,3,0,1
32,86400,MORTGAGE,16.0,MEDICAL,A,8000,6.03,0.09,N,6,0,1
22,60000,RENT,6.0,PERSONAL,C,7000,13.49,0.12,N,3,0,1
21,40000,MORTGAGE,5.0,EDUCATION,B,5000,10.08,0.13,N,2,0,1
23,33000,RENT,2.0,DEBTCONSOLIDATION,B,2000,9.91,0.06,N,3,0,1
30,60000,RENT,5.0,EDUCATION,B,2400,10.25,0.04,N,8,0,1
23,34000,RENT,1.0,VENTURE,D,5000,14.54,0.15,N,4,1,1
24,80000,MORTGAGE,4.0,EDUCATION,C,5000,14.27,0.06,N,3,0,1
40,77000,MORTGAGE,2.0,PERSONAL,B,2000,10.75,0.03,N,12,0,1
23,60000,MORTGAGE,7.0,EDUCATION,C,10000,13.23,0.17,N,4,0,1
27,32000,RENT,2.0,MEDICAL,B,6000,11.49,0.19,N,9,0,1
36,70000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0.14,Y,14,0,1
29,75000,RENT,14.0,EDUCATION,B,5000,12.42,0.07,N,9,0,1
26,31200,RENT,2.0,PERSONAL,B,10000,11.86,0.32,N,2,1,1
29,75000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3000,9.63,0.04,N,8,0,1
22,75000,MORTGAGE,0.0,VENTURE,C,5000,13.92,0.07,N,3,0,1
26,54000,MORTGAGE,10.0,VENTURE,B,5000,10.74,0.09,N,2,0,1
23,95000,MORTGAGE,7.0,VENTURE,B,5000,10.99,0.05,N,3,0,1
32,45996,RENT,2.0,EDUCATION,C,1800,12.98,0.04,N,6,0,1
21,75000,RENT,5.0,VENTURE,A,15000,7.9,0.2,N,4,0,1
33,50000,RENT,1.0,VENTURE,C,10000,13.85,0.2,Y,9,0,1
21,140000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,18000,6.91,0.13,N,3,0,1
24,45000,RENT,0.0,MEDICAL,C,6000,12.98,0.13,Y,2,0,1
22,24000,RENT,2.0,MEDICAL,B,6000,10.99,0.25,N,3,0,1
22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5000,7.51,0.1,N,2,0,1
30,250000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,9000,9.99,0.04,N,5,0,1
21,24996,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8000,5.99,0.32,N,3,0,1
22,35000,RENT,3.0,EDUCATION,A,5000,7.88,0.14,N,2,0,1
26,80000,MORTGAGE,1.0,EDUCATION,A,15000,6.54,0.19,N,3,0,1
21,45000,RENT,3.0,VENTURE,B,14000,10.74,0.29,N,2,0,1
34,48000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0.31,N,10,0,1
23,51850,RENT,0.0,MEDICAL,D,4000,15.21,0.08,N,2,1,1
26,102996,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.74,0.07,N,3,0,1
53,44000,RENT,0.0,PERSONAL,B,1800,10.99,0.04,N,21,1,1
25,60000,MORTGAGE,7.0,EDUCATION,B,12000,9.99,0.2,N,2,0,1
22,32400,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.91,0.31,N,4,1,1
34,74000,RENT,2.0,PERSONAL,E,12000,16.4,0.16,Y,7,1,1
30,37500,RENT,0.0,DEBTCONSOLIDATION,A,12000,8.94,0.32,N,7,1,1
23,37440,RENT,3.0,EDUCATION,A,8000,8.49,0.21,N,2,0,1
27,84000,MORTGAGE,11.0,PERSONAL,A,6000,7.88,0.07,N,8,0,1
25,39000,RENT,4.0,HOMEIMPROVEMENT,D,10000,15.62,0.26,Y,3,1,1
27,72000,MORTGAGE,11.0,EDUCATION,E,8000,18.64,0.11,N,5,0,1
26,130000,MORTGAGE,0.0,EDUCATION,C,25000,12.53,0.19,Y,2,0,1
25,80000,MORTGAGE,9.0,EDUCATION,A,12000,7.49,0.15,N,4,0,1
27,110000,RENT,11.0,EDUCATION,A,5000,6.62,0.05,N,8,0,1
29,92000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,18300,14.26,0.2,Y,9,0,1
22,30000,RENT,0.0,MEDICAL,B,3500,11.86,0.12,N,4,0,1
23,70000,MORTGAGE,1.0,PERSONAL,A,10000,8.49,0.14,N,2,0,1
36,100000,MORTGAGE,3.0,VENTURE,A,5000,6.92,0.05,N,13,0,1
37,20000,RENT,0.0,EDUCATION,B,7500,11.71,0.38,N,13,1,1
30,52000,RENT,1.0,EDUCATION,B,8000,10.0,0.15,N,9,0,1
22,85000,MORTGAGE,6.0,EDUCATION,B,16000,10.99,0.19,N,4,0,1
40,40000,RENT,2.0,DEBTCONSOLIDATION,B,14750,12.18,0.35,N,16,1,1
26,60000,MORTGAGE,4.0,MEDICAL,B,3000,10.62,0.05,N,4,0,1
29,90000,MORTGAGE,5.0,MEDICAL,B,6000,11.12,0.07,N,6,0,1
28,60000,MORTGAGE,3.0,PERSONAL,A,5000,8.49,0.08,N,9,0,1
27,78000,RENT,3.0,HOMEIMPROVEMENT,B,4000,10.59,0.05,N,8,0,1
31,120000,RENT,5.0,EDUCATION,D,7500,15.65,0.06,N,9,0,1
23,65000,MORTGAGE,3.0,MEDICAL,B,7000,11.49,0.11,N,3,0,1
30,74000,MORTGAGE,14.0,MEDICAL,B,18000,12.18,0.24,N,10,0,1
24,55000,RENT,1.0,VENTURE,B,12800,12.53,0.23,N,4,0,1
25,61400,MORTGAGE,1.0,PERSONAL,C,18000,12.23,0.3,Y,3,0,1
22,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,5.42,0.07,N,3,0,1
47,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14400,11.54,0.22,N,12,0,1
27,120000,MORTGAGE,0.0,VENTURE,A,8000,7.49,0.07,N,7,0,1
24,67440,MORTGAGE,2.0,MEDICAL,B,12000,12.21,0.18,N,3,0,1
26,30000,RENT,4.0,DEBTCONSOLIDATION,B,12000,10.38,0.4,N,4,1,1
24,45000,MORTGAGE,2.0,MEDICAL,A,4450,7.51,0.1,N,4,0,1
23,38400,RENT,7.0,EDUCATION,A,8000,7.66,0.21,N,2,0,1
22,50000,OWN,5.0,VENTURE,A,15000,7.88,0.3,N,2,0,1
22,60000,MORTGAGE,3.0,PERSONAL,B,8000,11.11,0.13,N,2,0,1
24,45600,OWN,8.0,VENTURE,A,3000,7.66,0.07,N,4,0,1
27,31200,RENT,3.0,PERSONAL,A,6000,7.88,0.19,N,8,0,1
36,80000,MORTGAGE,1.0,PERSONAL,D,21000,15.62,0.26,N,12,0,1
22,54000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.14,0.11,N,2,0,1
23,200000,MORTGAGE,2.0,EDUCATION,A,12000,8.59,0.06,N,3,0,1
26,51996,RENT,2.0,EDUCATION,B,1500,9.62,0.03,N,4,0,1
22,56000,RENT,7.0,MEDICAL,A,11000,7.9,0.19,N,3,0,1
27,93000,RENT,11.0,MEDICAL,B,24250,12.18,0.27,N,7,0,1
22,33800,RENT,0.0,EDUCATION,B,13200,9.88,0.39,N,3,1,1
22,30000,RENT,4.0,DEBTCONSOLIDATION,C,3000,13.49,0.1,Y,2,0,1
28,66847,RENT,3.0,PERSONAL,D,10000,16.29,0.15,Y,8,0,1
28,80000,MORTGAGE,8.0,MEDICAL,B,11000,11.99,0.13,N,7,0,1
34,85000,MORTGAGE,18.0,EDUCATION,B,20000,10.65,0.24,N,10,0,1
23,60000,RENT,4.0,MEDICAL,C,7000,13.49,0.12,Y,4,0,1
22,37000,RENT,2.0,EDUCATION,B,8000,10.0,0.22,N,2,0,1
25,52000,RENT,5.0,EDUCATION,B,16000,10.25,0.31,N,4,1,1
25,74000,MORTGAGE,5.0,EDUCATION,B,17000,9.88,0.24,N,3,0,1
37,45000,MORTGAGE,3.0,PERSONAL,A,4000,6.99,0.09,N,13,0,1
21,30000,RENT,3.0,PERSONAL,B,3000,12.18,0.1,N,2,0,1
31,85757,RENT,0.0,MEDICAL,B,7800,11.83,0.09,N,8,0,1
60,85000,RENT,2.0,PERSONAL,C,8000,13.23,0.09,Y,27,0,1
22,55000,RENT,1.0,EDUCATION,A,8000,5.42,0.15,N,4,0,1
21,29000,RENT,5.0,DEBTCONSOLIDATION,C,8000,12.84,0.28,N,4,1,1
30,70000,MORTGAGE,1.0,MEDICAL,A,10000,6.03,0.14,N,6,0,1
25,50000,RENT,9.0,MEDICAL,B,8000,11.71,0.16,N,4,0,1
23,65000,MORTGAGE,5.0,PERSONAL,B,10000,9.88,0.15,N,4,0,1
29,55000,RENT,2.0,VENTURE,B,14000,11.48,0.25,N,8,0,1
36,85000,MORTGAGE,4.0,EDUCATION,C,10000,13.49,0.12,Y,13,0,1
37,90000,RENT,5.0,EDUCATION,A,7200,8.9,0.08,N,14,0,1
24,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,7.74,0.1,N,3,0,1
23,24000,RENT,5.0,PERSONAL,D,5000,15.95,0.21,Y,4,1,1
27,108000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,8.94,0.1,N,7,0,1
26,72000,RENT,3.0,EDUCATION,C,6500,13.47,0.09,Y,2,0,1
27,50000,RENT,3.0,MEDICAL,A,6000,6.17,0.12,N,9,0,1
23,36000,RENT,2.0,VENTURE,B,5500,11.48,0.15,N,2,0,1
23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,2000,16.77,0.04,N,4,1,1
33,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12500,6.99,0.21,N,5,0,1
27,62000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.29,0.19,N,5,0,1
25,42642,RENT,5.0,MEDICAL,D,10000,15.7,0.23,Y,4,1,1
25,56000,MORTGAGE,4.0,PERSONAL,B,3000,10.99,0.05,N,2,0,1
25,34000,MORTGAGE,2.0,PERSONAL,D,6000,15.7,0.18,Y,4,1,1
23,62000,MORTGAGE,1.0,VENTURE,A,9000,8.94,0.15,N,3,0,1
34,45996,MORTGAGE,14.0,HOMEIMPROVEMENT,C,10000,13.47,0.22,Y,6,0,1
29,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,24000,11.49,0.32,N,8,0,1
31,39996,RENT,2.0,VENTURE,B,10000,10.99,0.25,N,7,0,1
21,48000,OWN,6.0,DEBTCONSOLIDATION,D,5600,14.96,0.11,Y,4,0,1
26,40000,RENT,10.0,DEBTCONSOLIDATION,B,7000,9.62,0.17,N,2,0,1
26,36000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1000,5.42,0.03,N,2,0,1
23,50000,MORTGAGE,7.0,EDUCATION,A,4000,7.14,0.08,N,4,0,1
22,49200,RENT,7.0,VENTURE,D,3000,14.61,0.06,N,4,0,1
30,65000,RENT,0.0,EDUCATION,B,16000,10.99,0.25,N,8,0,1
25,100000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.49,0.1,N,3,0,1
21,70000,MORTGAGE,5.0,EDUCATION,A,10500,5.99,0.15,N,4,0,1
25,54000,RENT,7.0,MEDICAL,B,5000,10.99,0.09,N,3,0,1
23,32000,RENT,0.0,EDUCATION,B,12000,10.36,0.38,N,2,1,1
23,31200,RENT,7.0,EDUCATION,B,6000,11.89,0.19,N,2,0,1
28,74004,RENT,5.0,DEBTCONSOLIDATION,D,25000,15.33,0.34,N,9,1,1
28,170000,MORTGAGE,2.0,EDUCATION,D,5000,14.46,0.03,Y,7,0,1
24,30000,RENT,6.0,VENTURE,B,13000,9.91,0.43,N,3,1,1
38,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.03,0.15,N,14,0,1
28,35000,RENT,1.0,DEBTCONSOLIDATION,A,8000,8.49,0.23,N,6,0,1
37,50000,MORTGAGE,4.0,PERSONAL,B,3500,12.21,0.07,N,12,0,1
30,52000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,5000,6.03,0.1,N,9,0,1
31,115000,RENT,1.0,HOMEIMPROVEMENT,B,20000,10.37,0.17,N,10,0,1
23,60000,OWN,7.0,VENTURE,D,18200,15.31,0.31,Y,2,0,1
24,31000,RENT,1.0,MEDICAL,D,6500,14.09,0.21,Y,2,1,1
28,28800,RENT,1.0,EDUCATION,C,6400,12.84,0.23,Y,9,0,1
27,48000,RENT,3.0,PERSONAL,A,3500,7.49,0.07,N,5,0,1
33,82404,OWN,8.0,EDUCATION,B,12000,10.36,0.15,N,7,0,1
32,120000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,10000,7.51,0.08,N,10,0,1
32,54000,MORTGAGE,2.0,MEDICAL,A,7000,5.42,0.13,N,9,0,1
31,90000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,12000,10.59,0.13,N,8,0,1
21,45432,MORTGAGE,4.0,EDUCATION,B,5000,9.88,0.11,N,2,0,1
24,125000,MORTGAGE,8.0,EDUCATION,A,7500,6.62,0.06,N,4,0,1
28,42000,RENT,4.0,PERSONAL,B,3000,10.36,0.07,N,5,0,1
27,55000,RENT,3.0,VENTURE,C,10000,12.99,0.18,Y,8,0,1
27,63844,RENT,3.0,DEBTCONSOLIDATION,A,20000,6.54,0.31,N,12,0,1
25,59000,MORTGAGE,7.0,PERSONAL,C,8000,15.27,0.14,N,3,1,1
25,50000,RENT,4.0,MEDICAL,A,8000,6.62,0.16,N,3,0,1
23,32796,RENT,3.0,MEDICAL,C,4800,12.98,0.15,Y,4,0,1
29,28800,RENT,2.0,EDUCATION,A,7000,8.0,0.24,N,7,0,1
22,33000,RENT,6.0,PERSONAL,A,4000,7.88,0.12,N,2,0,1
28,110000,MORTGAGE,2.0,MEDICAL,A,12000,8.94,0.11,N,5,0,1
25,45000,RENT,1.0,EDUCATION,D,1000,16.29,0.02,N,2,1,1
23,28150,RENT,0.0,MEDICAL,B,1600,10.59,0.06,N,3,0,1
21,30000,RENT,5.0,EDUCATION,B,13250,11.49,0.44,N,2,1,1
23,60000,OWN,7.0,MEDICAL,A,10000,8.94,0.17,N,2,0,1
24,70000,RENT,6.0,PERSONAL,C,12000,13.49,0.17,N,3,0,1
31,60000,MORTGAGE,9.0,MEDICAL,A,10000,7.51,0.17,N,8,0,1
24,55000,RENT,8.0,VENTURE,B,7000,11.71,0.13,N,4,0,1
32,43000,RENT,0.0,MEDICAL,A,4000,7.88,0.09,N,7,0,1
23,78625,RENT,3.0,PERSONAL,C,13600,13.61,0.17,N,3,0,1
22,52000,RENT,6.0,MEDICAL,C,6000,14.22,0.12,N,3,0,1
24,70000,RENT,3.0,EDUCATION,A,20000,8.49,0.29,N,4,0,1
24,64404,RENT,5.0,EDUCATION,B,12000,11.89,0.19,N,3,0,1
23,42000,RENT,1.0,EDUCATION,B,12000,10.99,0.29,N,2,0,1
23,30000,RENT,2.0,EDUCATION,A,5000,6.91,0.17,N,3,0,1
25,110000,RENT,2.0,VENTURE,B,10000,11.48,0.09,N,4,0,1
23,72000,MORTGAGE,7.0,MEDICAL,A,10000,6.62,0.14,N,2,0,1
41,26500,RENT,5.0,PERSONAL,D,6000,15.33,0.23,N,17,0,1
21,54000,MORTGAGE,2.0,PERSONAL,A,6600,7.9,0.12,N,4,0,1
22,60000,RENT,7.0,EDUCATION,B,8000,10.99,0.13,N,2,0,1
38,85000,RENT,4.0,MEDICAL,B,14000,10.37,0.16,N,11,0,1
30,36000,RENT,3.0,PERSONAL,A,10000,5.99,0.28,N,9,0,1
24,62000,MORTGAGE,4.0,PERSONAL,A,12000,6.91,0.19,N,3,0,1
34,120000,RENT,6.0,VENTURE,B,17000,12.69,0.14,N,8,0,1
23,75000,RENT,3.0,MEDICAL,B,15000,10.25,0.2,N,3,0,1
24,79000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,5.99,0.13,N,2,0,1
30,30000,RENT,2.0,VENTURE,D,12000,14.61,0.4,N,10,1,1
23,70000,RENT,2.0,EDUCATION,C,14400,12.68,0.21,N,4,0,1
23,69996,MORTGAGE,7.0,VENTURE,C,6000,13.06,0.09,N,3,0,1
26,63000,RENT,1.0,DEBTCONSOLIDATION,C,8000,15.27,0.13,N,2,0,1
22,61455,MORTGAGE,6.0,MEDICAL,D,5500,16.49,0.07,Y,3,1,1
25,65004,MORTGAGE,1.0,PERSONAL,B,3000,10.75,0.05,N,4,0,1
28,40000,MORTGAGE,2.0,EDUCATION,B,9000,10.25,0.23,N,5,0,1
28,40000,MORTGAGE,4.0,VENTURE,B,4000,11.11,0.1,N,8,0,1
26,26400,RENT,3.0,PERSONAL,C,4000,13.72,0.15,Y,4,0,1
27,150000,OWN,0.0,EDUCATION,A,14000,8.59,0.1,N,6,0,1
32,69000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,6.62,0.22,N,6,0,1
30,120000,MORTGAGE,2.0,EDUCATION,D,25000,15.58,0.21,Y,7,0,1
28,36000,MORTGAGE,4.0,PERSONAL,A,4000,6.62,0.11,N,5,0,1
